,Unnamed: 0,No,page,nick,time,content,area,ip,ip_loc,length,against,agree,channel,hot,level,login_type,media_type,mid,stamp,time_ymd,time_mdh,cmntcount 
2633,2653,2654,133,某小陌在奋斗,2018-08-08 09:34:36,哈哈 要不是物价这么高 我们也不想借贷啊[允悲][允悲],浙江绍兴,124.160.216.20,"浙江省杭州市 联通 * GeoIP: Hangzhou, Zhejiang, China * China Unicom Zhejiang",28,1533692076,0,cj,0,0,0,0,5B6A48AB-7CA0D814-9EAC550C-8C5-8C6,1533692076,2018-08-08,08-08 09,1140
2634,2654,2655,133,笨蛋笨蛋Baka,2018-08-08 09:34:35,这届年轻人不行,辽宁,223.104.176.134,"辽宁省 移动 * GeoIP: Dalian, Liaoning, China * China Mobile",7,1533692075,0,cj,0,0,0,0,5B6A48A9-DF68B086-88524DA5-8C5-88A,1533692075,2018-08-08,08-08 09,1139
2635,2655,2656,133,乘下,2018-08-08 09:34:35,买不起   你还让我玩不起了,浙江嘉兴,122.238.93.123,"浙江省温州市 电信 * GeoIP: Jiaxing, Zhejiang, China * China Telecom Wenzhou",14,1533692075,0,cj,0,0,0,0,5B6A48AB-7AEE5D7B-858E50B9-8C5-8F4,1533692075,2018-08-08,08-08 09,1138
2636,2656,2657,133,潘大头,2018-08-08 09:34:33,啥玩意儿？年轻人带领走向危机？[允悲]这个锅我们不背哈！,广东广州,14.30.24.120,"广东省广州市 电信 * GeoIP: Shenzhen, Guangdong, China * China Telecom Guangdong",28,1533692073,0,cj,0,0,0,0,5B6A48A7-E1E1878-9F010111-8C5-900,1533692073,2018-08-08,08-08 09,1137
2637,2657,2658,133,害羞的老豹子,2018-08-08 09:34:25,一口黑锅扣在了年轻人身上，嘿嘿！,河北,221.192.180.2,"河北省石家庄市 联通 * GeoIP: Qinhuangdao, Hebei, China * China Unicom Liaoning",16,1533692065,0,cj,0,0,0,0,5B6A489E-DDC0B402-6424E34B-8C5-8C1,1533692065,2018-08-08,08-08 09,1136
2638,2658,2659,133,DeeDeeOvO,2018-08-08 09:34:02,请全款买房的意思吗？[费解][费解][费解],美国密苏里州,216.106.72.91,"美国  * GeoIP: Clark, Missouri, United States * Socket Internet",22,1533692041,0,cj,0,0,0,0,5B6A4886-D86A485B-67F34733-8C5-8FF,1533692042,2018-08-08,08-08 09,1135
2639,2659,2660,133,神马都煤油,2018-08-08 09:33:59,干您酿,河南郑州,218.29.107.74,"河南省郑州市 联通 * GeoIP: Zhengzhou, Henan, China * China Unicom Henan",3,1533692039,0,cj,0,0,0,0,5B6A4887-DA1D6B4A-771E0AD2-8C5-8C6,1533692039,2018-08-08,08-08 09,1134
2640,2660,2661,134,一只软萌的莫莫,2018-08-08 09:33:58,既要当一个合格的韭菜又要背锅…,河南开封,61.158.149.9,"河南省郑州市 联通 * GeoIP: Zhengzhou, Henan, China * China Unicom Henan",15,1533692038,0,cj,0,0,0,0,5B6A4885-3D9E9509-9DD09747-8C5-95C,1533692038,2018-08-08,08-08 09,1133
2641,2661,2662,134,EMkr7,2018-08-08 09:33:56,想被炸号憋带上我啊兄弟[二哈],上海,116.228.169.65,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",23,1533692036,0,cj,0,7,0,0,5B6A4883-74E4A941-67A3D0DF-8C5-92B,1533692036,2018-08-08,08-08 09,1132
2642,2662,2663,134,橙汁榴莲味,2018-08-08 09:33:51,现在的记者编辑幼儿园文凭?,江苏无锡,49.80.208.14,"江苏省无锡市 电信 * GeoIP: Nanjing, Jiangsu, China * China Telecom jiangsu",13,1533692030,0,cj,0,0,0,0,5B6A487A-3150D00E-9F8D3B93-8C5-898,1533692031,2018-08-08,08-08 09,1131
2643,2663,2664,134,燃烧的小四,2018-08-08 09:33:51,挺住 下一个被删的可能就是你了,江苏无锡,114.225.181.85,"江苏省无锡市 电信 * GeoIP: Yixing, Jiangsu, China * China Telecom jiangsu",25,1533692031,0,cj,0,1,0,0,5B6A487D-72E1B555-14471FC4B-8C5-87C,1533692031,2018-08-08,08-08 09,1130
2644,2664,2665,134,无神论教教主怼爷,2018-08-08 09:33:50,还好。。。我一分钱不欠。。。,黑龙江哈尔滨,1.189.121.26,"黑龙江省哈尔滨市 联通 * GeoIP: Harbin, Heilongjiang, China * China Unicom Heilongjiang",14,1533692030,0,cj,0,0,0,0,5B6A487D-1BD791A-169EB47E3-8C5-8E5,1533692030,2018-08-08,08-08 09,1129
2645,2665,2666,134,藜芦半夏,2018-08-08 09:33:44,我是准备回村儿里面养老的，毕竟老家还有个院子[并不简单]可不想留在城市为人民服霾[并不简单]而且，到时候，说不定，就不让年纪大的住在城市里了，有个故事就是说，老年化太严重，就把老人丢到山里面，让他们自己饿死[二哈],江苏南京,117.136.45.109,"江苏省 移动 * GeoIP: Nanjing, Jiangsu, China * China Mobile",118,1533692023,0,cj,0,3,0,0,5B6A4877-75882D6D-13A5AAF7F-8C5-80B,1533692024,2018-08-08,08-08 09,1128
2646,2666,2667,134,纳瓦谢里坦夫,2018-08-08 09:33:43,无耻,上海,101.90.252.76,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",2,1533692023,0,cj,0,0,0,0,5B6A4876-655AFC4C-722CCA7C-8C5-91C,1533692023,2018-08-08,08-08 09,1127
2647,2667,2668,134,李巴乔,2018-08-08 09:33:39,本泽马都汗颜,湖北武汉,121.60.122.70,"湖北省武汉市 电信 * GeoIP: Wuhan, Hubei, China * China Telecom Hubei",6,1533692019,0,cj,0,0,0,0,5B6A486E-793C7A46-79E79CEA-8C5-906,1533692019,2018-08-08,08-08 09,1126
2648,2668,2669,134,OK范范范,2018-08-08 09:33:29,有点标题党，但是文章写的也没错,海南海口,223.198.3.253,"海南省海口市 电信 * GeoIP: Haikou, Hainan, China * China Telecom Hainan",15,1533692009,0,cj,0,0,0,0,5B6A4868-DFC603FD-6D1A64FA-8C5-8C5,1533692009,2018-08-08,08-08 09,1125
2649,2669,2670,134,勤劳勇敢机智的小海豹,2018-08-08 09:33:25,？？？要点脸？,美国康乃狄克州,96.32.37.142,"美国  * GeoIP: Storrs Mansfield, Connecticut, United States * Spectrum",7,1533692005,0,cj,0,0,0,0,5B6A4864-6020258E-8775F761-8C5-895,1533692005,2018-08-08,08-08 09,1124
2650,2670,2671,134,老爷车夫斯基,2018-08-08 09:33:23,我特么买不起房买不起车连换个手机都不可以？,广东佛山,117.136.41.28,"广东省 移动 * GeoIP: Foshan, Guangdong, China * China Mobile",21,1533692003,0,cj,0,0,0,0,5B6A4862-7588291C-6C4E8DAC-8C5-94B,1533692003,2018-08-08,08-08 09,1123
2651,2671,2672,134,带带小毛睿,2018-08-08 09:33:23,数据是援引的，但是结论可不是歪果仁定的啊,北京,117.136.0.218,"北京市 移动 * GeoIP: Beijing, China * China Mobile",35,1533692003,0,cj,0,1,0,0,5B6A4863-758800DA-132972FDF-8C5-961,1533692003,2018-08-08,08-08 09,1122
2652,2672,2673,134,thrkim,2018-08-08 09:33:20,十二年前 在我们城市中心地区买一套房只需要14万，而今要80-120万。,黑龙江,117.136.57.135,"黑龙江省 移动 * GeoIP: Harbin, Heilongjiang, China * HeiLongJiang Mobile Communication Company Limited",36,1533692000,0,cj,0,0,0,0,5B6A485D-75883987-6836377B-8C5-9E5,1533692000,2018-08-08,08-08 09,1121
2653,2673,2674,134,叶泠然,2018-08-08 09:33:14,不不 80现在真不是集火对象 生二胎也不是你我了 鼓励是更年轻的那批,浙江杭州,36.23.221.159,"浙江省 电信 * GeoIP: Hangzhou, Zhejiang, China * China Telecom Zhongxin",34,1533691994,0,cj,0,1,0,0,5B6A4859-2417DD9F-67E52902-8C5-877,1533691994,2018-08-08,08-08 09,1120
2654,2674,2675,134,虎啸长白山,2018-08-08 09:33:11,诡异的是胡锡进今天也开始教育年青人了[费解],浙江宁波,220.189.223.126,"浙江省宁波市 电信 * GeoIP: Zhejiang, Guangxi, China * China Telecom Ningbo",22,1533691991,0,cj,0,0,0,0,5B6A4855-DCBDDF7E-6E8C4A8F-8C5-8AD,1533691991,2018-08-08,08-08 09,1119
2655,2675,2676,134,宅腐双修林妹妹,2018-08-08 09:33:06,兄弟你这话很精辟啊,湖南株洲,113.222.45.45,"湖南省株洲市 电信 * GeoIP: Zhuzhou, Hunan, China * China Telecom Hunan",20,1533691986,0,cj,0,1,0,0,5B6A4850-71DE2D2D-15B255B02-8C5-916,1533691986,2018-08-08,08-08 09,1118
2656,2676,2677,134,智点道HR,2018-08-08 09:32:57,其实里面讲了半天讲了个网贷高利贷买手机的事[摊手],湖北武汉,27.19.218.156,"湖北省武汉市 电信 * GeoIP: Wuhan, Hubei, China * China Telecom Hubei",25,1533691977,0,cj,0,0,0,0,5B6A4846-1B13DA9C-16141479C-8C5-83E,1533691977,2018-08-08,08-08 09,1117
2657,2677,2678,134,人民路有我的好心情_,2018-08-08 09:32:51,我就用过花呗白条 不关我事啊,四川成都,139.207.31.214,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom",14,1533691970,0,cj,0,0,0,0,5B6A4842-8BCF1FD6-7086E575-8C5-8C7,1533691971,2018-08-08,08-08 09,1116
2658,2678,2679,134,光影魔法,2018-08-08 09:32:51,先看看地方债多少万亿了,江苏南京,58.213.104.36,"江苏省南京市 电信 * GeoIP: Nanjing, Jiangsu, China * China Telecom jiangsu",11,1533691970,0,cj,0,0,0,0,5B6A4842-3AD56824-5D5D44DD-8C5-963,1533691971,2018-08-08,08-08 09,1115
2659,2679,2680,134,七月逡巡,2018-08-08 09:32:46,不就少买他几套房吗 卧槽年轻人又没钱买房,甘肃兰州,219.246.52.254,"甘肃省兰州市 兰州大学 * GeoIP: Gansu, China * Lanzhou University Yuzhong Campus",32,1533691965,0,cj,0,1,0,0,5B6A4839-DBF634FE-9FDB2F7B-8C5-85F,1533691966,2018-08-08,08-08 09,1114
2660,2680,2681,135,雪喬_,2018-08-08 09:32:44,@骨灰渣小笼包 他的意思是 上面要我們花錢 結果我們不夠錢花 然後就說我們借錢太多是嗎[思考],广东广州,183.236.9.34,"广东省广州市 移动 * GeoIP: Guangzhou, Guangdong, China * China Mobile",47,1533691964,0,cj,0,0,0,0,5B6A4839-B7EC0922-8A806BD8-8C5-8AB,1533691964,2018-08-08,08-08 09,1113
2661,2681,2682,135,Mark吴23333333,2018-08-08 09:32:42,国家关注了，这不就是针对花呗啊[doge][doge][doge],湖北武汉,113.57.183.184,"湖北省武汉市 联通 * GeoIP: Wuhan, Hubei, China * China Unicom HuBei",33,1533691962,0,cj,0,0,0,0,5B6A4839-7139B7B8-7F5E315C-8C5-7E8,1533691962,2018-08-08,08-08 09,1112
2662,2682,2683,135,壹只耳R,2018-08-08 09:32:41,好的,北京,114.249.4.193,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",2,1533691961,0,cj,0,0,0,0,5B6A4837-72F904C1-620869E1-8C5-9E0,1533691961,2018-08-08,08-08 09,1111
2663,2683,2684,135,用户337885818,2018-08-08 09:32:38,哈哈哈哈哈哈红红火火恍恍惚惚哈哈哈哈哈哈.实在是妙,吉林长春,36.104.225.212,"吉林省 电信 * GeoIP: Changchun, Jilin, China * China Telecom",25,1533691958,0,cj,0,0,0,0,5B6A4832-2468E1D4-13218F9EC-8C5-8F3,1533691958,2018-08-08,08-08 09,1110
2664,2684,2685,135,Yvette_chan1,2018-08-08 09:32:34,是不是现在的媒体只要足够吸眼球，编辑发文放屁都可以不用负责了？,广东深圳,112.97.63.7,"广东省深圳市 联通 * GeoIP: Shenzhen, Guangdong, China * China Unicom Shenzen network",31,1533691954,0,cj,0,0,0,0,5B6A4831-70613F07-6AA4042E-8C5-828,1533691954,2018-08-08,08-08 09,1109
2665,2685,2686,135,牛奶一枚半不加糖,2018-08-08 09:32:31,真是对不起国家了，房价那么贵我们也买不起，让生小孩我们也不生,云南昆明,106.59.224.210,"云南省昆明市 电信 * GeoIP: Kunming, Yunnan, China * China Telecom",30,1533691951,0,cj,0,0,0,0,5B6A482D-6A3BE0D2-87BAAAD6-8C5-8FC,1533691951,2018-08-08,08-08 09,1108
2666,2686,2687,135,胖子鸟,2018-08-08 09:32:28,把锅甩给我们了啊？,浙江宁波,183.133.74.6,"浙江省宁波市 电信 * GeoIP: Ningbo, Zhejiang, China * China Telecom Ningbo",9,1533691948,0,cj,0,0,0,0,5B6A482B-B7854A06-6EBA2C34-8C5-86B,1533691948,2018-08-08,08-08 09,1107
2667,2687,2688,135,雪中指爪_,2018-08-08 09:32:27,带领？,河北石家庄,106.114.65.40,"河北省石家庄市 电信 * GeoIP: Shijiazhuang, Hebei, China * China Telecom",3,1533691947,0,cj,0,0,0,0,5B6A4828-6A724128-17F8C4A12-8C5-918,1533691947,2018-08-08,08-08 09,1106
2668,2688,2689,135,思维小马甲,2018-08-08 09:32:25,要当一朱合格的韭菜,山西,117.136.91.224,"山西省 移动 * GeoIP: Taiyuan, Shanxi, China * China Mobile",23,1533691945,22,cj,0,1,0,0,5B6A4828-75885BE0-14BBC3BCD-8C5-76A,1533691945,2018-08-08,08-08 09,1105
2669,2689,2690,135,lucky灰球球,2018-08-08 09:32:18,锅拿回去，滚,四川成都,171.93.255.147,"四川省 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom Sichuan",6,1533691938,0,cj,0,0,0,0,5B6A481F-AB5DFF93-69A601DC-8C5-948,1533691938,2018-08-08,08-08 09,1104
2670,2690,2691,135,品剑堂主江楠樾,2018-08-08 09:31:10,历史从来都是后来者书写的。现在我只说，生而为人，我很抱歉,四川成都,117.136.63.190,"四川省 移动 * GeoIP: Chengdu, Sichuan, China * China Mobile Guangdong",28,1533691869,0,cj,0,0,0,0,5B6A47DA-75883FBE-E0F47309-8C5-8D7,1533691870,2018-08-08,08-08 09,1103
2671,2691,2692,135,Bugco,2018-08-08 09:31:05,年轻人去杠杆？,湖南,117.136.89.118,"湖南省 移动 * GeoIP: Changsha, Hunan, China * China Mobile",7,1533691865,0,cj,0,0,0,0,5B6A47D6-75885976-7799B3C3-8C5-865,1533691865,2018-08-08,08-08 09,1102
2672,2692,2693,135,何来尘埃飞眸,2018-08-08 09:30:59,老一辈人该退休就消停养老得了。刷什么存在感。,黑龙江哈尔滨,218.9.127.92,"黑龙江省哈尔滨市 联通 * GeoIP: Harbin, Heilongjiang, China * China Unicom Heilongjiang",22,1533691859,0,cj,0,0,0,0,5B6A47D3-DA097F5C-6A19182F-8C5-8CF,1533691859,2018-08-08,08-08 09,1101
2673,2693,2694,135,嘻嘻嘻的小号耶,2018-08-08 09:30:45,人在家中坐 锅从天上来阿,甘肃兰州,42.94.3.230,"甘肃省兰州市 电信 * GeoIP: Lanzhou, Gansu, China * China Telecom",12,1533691845,0,cj,0,0,0,0,5B6A47C4-2A5E03E6-DDF7BE1A-8C5-843,1533691845,2018-08-08,08-08 09,1100
2674,2694,2695,135,婷婷ztting,2018-08-08 09:30:35,标题偏激了,安徽合肥,223.104.35.175,"安徽省 移动 * GeoIP: Hefei, Anhui, China * China Mobile Guangdong",5,1533691835,0,cj,0,0,0,0,5B6A47BA-DF6823AF-790EEDFB-8C5-8A7,1533691835,2018-08-08,08-08 09,1099
2675,2695,2696,135,朱笑棣,2018-08-08 09:30:20,小编你是川普派来带节奏的吧……,北京,223.72.48.117,"北京市 移动 * GeoIP: Beijing, China * China Mobile",15,1533691820,0,cj,0,0,0,0,5B6A47A8-DF483075-691A2653-8C5-862,1533691820,2018-08-08,08-08 09,1098
2676,2696,2697,135,京城拾玖,2018-08-08 09:29:59,所以说看原文啦[允悲]首先就不是国内机构的文章，其次分析的是类似在校大学生的群体，用花呗白条之类的,浙江杭州,116.62.240.42,"浙江省杭州市 阿里云 *  * GeoIP: Beijing, China",49,1533691799,0,cj,0,0,0,0,5B6A4792-743EF02A-62708517-8C5-93E,1533691799,2018-08-08,08-08 09,1097
2677,2697,2698,135,不吃手枪腿,2018-08-08 09:29:20,数据和结论是一回事吗？谁没认真看？,湖南,223.104.130.31,"湖南省 移动 * GeoIP: Changsha, Hunan, China * China Mobile",17,1533691760,0,cj,0,1,0,0,5B6A4770-DF68821F-6E61AEA5-8C5-8A4,1533691760,2018-08-08,08-08 09,1096
2678,2698,2699,135,独树点评,2018-08-08 09:28:58,恰好相反，中国年轻一代一定带领这个国家摆脱各种历史积弊，让世界真正从内心服气和亲近中国。,陕西西安,222.91.74.6,"陕西省西安市 电信 * GeoIP: Xi'an, Shaanxi, China * China Telecom",44,1533691737,0,cj,0,0,0,0,5B6A4759-DE5B4A06-70C3B5EC-8C5-835,1533691738,2018-08-08,08-08 09,1095
2679,2699,2700,135,carollovelyboer,2018-08-08 09:28:54,好冤,上海,114.93.48.13,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",2,1533691734,0,cj,0,0,0,0,5B6A4755-725D300D-9DD8764B-8C5-89F,1533691734,2018-08-08,08-08 09,1094
2680,2700,2701,136,记者郝建国,2018-08-08 09:28:53,没事，有父母保障，爷爷奶奶的退休金也舍不得花。,陕西西安,219.144.132.4,"陕西省西安市 电信 * GeoIP: Xian, Shaanxi, China * China Telecom",23,1533691733,0,cj,0,0,0,0,5B6A4755-DB908404-53D307EA-8C5-78E,1533691733,2018-08-08,08-08 09,1093
2681,2701,2702,136,澡堂夫人MASAKI,2018-08-08 09:28:52,好大一口锅[允悲],福建福州,117.29.159.139,"福建省福州市 电信 * GeoIP: Fuzhou, Fujian, China * China Telecom fujian",9,1533691732,0,cj,0,0,0,0,5B6A4753-751D9F8B-145AD7758-8C5-7B6,1533691732,2018-08-08,08-08 09,1092
2682,2702,2703,136,流星Fungus,2018-08-08 09:28:41,难道借贷买房是我的错吗[吃瓜],广东深圳,117.136.39.102,"广东省广州市 移动 * GeoIP: Shenzhen, Guangdong, China * China Mobile",15,1533691720,0,cj,0,0,0,0,5B6A4745-75882766-6F7CC17C-8C5-8CE,1533691721,2018-08-08,08-08 09,1091
2683,2703,2704,136,谁家横笛DR,2018-08-08 09:28:41,九斤老太活着的唯一存在感，就是在年轻人面前絮叨些没用的。,山西吕梁,183.186.69.206,"山西省吕梁市 联通 * GeoIP: Fenyang, Shanxi, China * sxll-fenyang-BAS",28,1533691721,0,cj,0,0,0,0,5B6A4745-B7BA45CE-A1A6E2D7-8C5-8EB,1533691721,2018-08-08,08-08 09,1090
2684,2704,2705,136,海盐西柚味的冰茶,2018-08-08 09:28:39,醉了[汗],江苏南通,117.136.68.172,"江苏省 移动 * GeoIP: Suzhou, Jiangsu, China * China Mobile",5,1533691718,0,cj,0,0,0,0,5B6A4743-758844AC-86F364BF-8C5-927,1533691719,2018-08-08,08-08 09,1089
2685,2705,2706,136,鸡腿菇子,2018-08-08 09:28:35,服了,四川广元,139.202.30.176,"四川省广元市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom",2,1533691715,0,cj,0,0,0,0,5B6A4742-8BCA1EB0-BE8F9F01-8C5-949,1533691715,2018-08-08,08-08 09,1088
2686,2706,2707,136,SuperLaven,2018-08-08 09:28:26,这是人在公司坐，锅从天上来啊,重庆,14.106.186.128,"重庆市 电信 * GeoIP: Chongqing, China * China Telecom Chongqing",14,1533691705,0,cj,0,0,0,0,5B6A4737-E6ABA80-B2E7BD23-8C5-854,1533691706,2018-08-08,08-08 09,1087
2687,2707,2708,136,dennis1983,2018-08-08 09:28:25,最烦这种拿一代人垮掉说事，个人感觉现在的孩子比我们强多了,北京,61.148.244.73,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",28,1533691705,0,cj,0,0,0,0,5B6A4736-3D94F449-655D0B65-8C5-94F,1533691705,2018-08-08,08-08 09,1086
2688,2708,2709,136,让花生再飞一会,2018-08-08 09:28:02,摔锅。,天津,111.166.158.248,"天津市 联通 * GeoIP: Tianjin, China * China Unicom Tianjin",3,1533691681,0,cj,0,0,0,0,5B6A4721-6FA69EF8-15197D138-8C5-872,1533691682,2018-08-08,08-08 09,1085
2689,2709,2710,136,留大锤,2018-08-08 09:27:33,贷款几百万，还几十年就会有前途了！,北京,54.222.61.34,"北京市 光环新网 * GeoIP: Beijing, China * China Unicom Beijing",17,1533691652,0,cj,0,0,0,0,5B6A4701-36DE3D22-9B6C3B59-8C5-958,1533691653,2018-08-08,08-08 09,1084
2690,2710,2711,136,一张糖饼teresa,2018-08-08 09:26:51,都是我们的错行了吧,北京,61.148.245.139,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",9,1533691610,0,cj,0,0,0,0,5B6A46D6-3D94F58B-6DC0FDB5-8C5-8BD,1533691611,2018-08-08,08-08 09,1083
2691,2711,2712,136,赢在姜来85,2018-08-08 09:26:51,如果不是房贷占据了支出大部分，何以导致年轻人愿意借贷生活！,辽宁,223.104.177.20,"辽宁省 移动 * GeoIP: Panjin, Liaoning, China * China Mobile",29,1533691611,0,cj,0,0,0,0,5B6A46DA-DF68B114-16B45280B-8C5-7D7,1533691611,2018-08-08,08-08 09,1082
2692,2712,2713,136,_Momo桃_,2018-08-08 09:26:35,这么一说我也记得这个故事[二哈],四川成都,118.122.113.100,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom Sichuan",24,1533691595,0,cj,0,1,0,0,5B6A46C9-767A7164-A0ADF5AF-8C5-91E,1533691595,2018-08-08,08-08 09,1081
2693,2713,2714,136,桃味儿少女黄然然,2018-08-08 09:26:15,这话说的好像我愿意出生一样，生我的时候谁和我商量了？[喵喵],北京,223.104.3.253,"北京市 移动 * GeoIP: Beijing, China * China Mobile",30,1533691575,0,cj,0,0,0,0,5B6A46B4-DF6803FD-600C70B7-8C5-925,1533691575,2018-08-08,08-08 09,1080
2694,2714,2715,136,威威笑笑很倾城,2018-08-08 09:25:45,哈哈哈哈说的好哦,辽宁盘锦,175.167.138.72,"辽宁省沈阳市 联通 * GeoIP: Shenyang, Liaoning, China * China Unicom Liaoning",8,1533691544,0,cj,0,0,0,0,5B6A4695-AFA78A48-9DFC9B10-8C5-8F1,1533691545,2018-08-08,08-08 09,1079
2695,2715,2716,136,糖糖醋醋小排骨,2018-08-08 09:25:41,星巴克或将退出中国,上海,223.104.210.245,"上海市 移动 * GeoIP: Shanghai, China * Shanghai Mobile Communications Co.,Ltd.",9,1533691541,0,cj,0,0,0,0,5B6A4694-DF68D2F5-73597F2E-8C5-868,1533691541,2018-08-08,08-08 09,1078
2696,2716,2717,136,Zeta呀,2018-08-08 09:25:21,不背,福建厦门,117.25.176.26,"福建省厦门市 电信 * GeoIP: Xiamen, Fujian, China * China Telecom fujian",2,1533691520,0,cj,0,0,0,0,5B6A467E-7519B01A-96A47FFE-8C5-8F2,1533691521,2018-08-08,08-08 09,1077
2697,2717,2718,136,MoonStoneDeliverer,2018-08-08 09:25:21,大多数人也没有意识到新浪财经这样官方且具有影响力的账号无论是发布还是转载这样的文章都具有非常强的操纵性和目的性,湖北,117.136.52.204,"湖北省武汉市 移动 * GeoIP: Wuhan, Hubei, China * China Mobile Guangdong",68,1533691521,0,cj,0,0,0,0,5B6A467F-758834CC-14F85C565-8C5-908,1533691521,2018-08-08,08-08 09,1076
2698,2718,2719,136,桀骜不驯的蛋糕,2018-08-08 09:25:18,忍不住想笑,陕西西安,1.85.203.9,"陕西省西安市 电信 * GeoIP: Xian, Shaanxi, China * China Telecom SHAANXI",5,1533691518,0,cj,0,0,0,0,5B6A467E-155CB09-A3F648E7-8C5-92B,1533691518,2018-08-08,08-08 09,1075
2699,2719,2720,136,非典型性工科男,2018-08-08 09:25:14,哈哈哈,广东深圳,183.238.146.106,"广东省深圳市 移动 * GeoIP: Shenzhen, Guangdong, China * China Mobile",3,1533691514,0,cj,0,0,0,0,5B6A467A-B7EE926A-6B4C7C84-8C5-7A3,1533691514,2018-08-08,08-08 09,1074
2700,2720,2721,137,驭月者,2018-08-08 09:24:46,放屁年轻人说了算么？,四川成都,222.18.36.120,"四川省成都市 西南交通大学 * GeoIP: Chengdu, Sichuan, China * Southwest Jiaotong University",10,1533691485,0,cj,0,0,0,0,5B6A465A-DE122478-70BFCEA9-8C5-8DB,1533691486,2018-08-08,08-08 09,1073
2701,2721,2722,137,王_泥巴_,2018-08-08 09:24:44,@Mancyyy 这锅甩的,福建泉州,183.250.225.170,"福建省泉州市 移动 * GeoIP: Quanzhou, Fujian, China * China Mobile Guangdong",13,1533691484,0,cj,0,0,0,0,5B6A4659-B7FAE1AA-90B7693F-8C5-932,1533691484,2018-08-08,08-08 09,1072
2702,2722,2723,137,Shilin呦,2018-08-08 09:24:40,人家爱买什么买什么碍着你了啊 别人有这个条件就买 现在时代已经不一样了 思想也要与时俱进,广东广州,59.41.116.101,"广东省广州市 电信 * GeoIP: Guangzhou, Guangdong, China * China Telecom Guangdong",44,1533691480,0,cj,0,0,0,0,5B6A4655-3B297465-E2D48224-8C5-7CD,1533691480,2018-08-08,08-08 09,1071
2703,2723,2724,137,-是肉肉啊,2018-08-08 09:24:39,吃顿好的,安徽池州,183.167.132.94,"安徽省池州市 电信 * GeoIP: Beijing, China * China Telecom Anhui",15,1533691479,0,cj,0,1,0,0,5B6A4654-B7A7845E-D4B087DE-8C5-954,1533691479,2018-08-08,08-08 09,1070
2704,2724,2725,137,残影完人,2018-08-08 09:24:32,写文章的人肯定知道这个标题带来的影响，目的还是希望别人看看文章，博眼球，建议大家不要看文章，直接骂就行了,湖北武汉,119.103.130.51,"湖北省 电信 * GeoIP: Wuhan, Hubei, China * China Telecom Hubei",52,1533691471,0,cj,0,0,0,0,5B6A464E-77678233-72406D49-8C5-926,1533691472,2018-08-08,08-08 09,1069
2705,2725,2726,137,伏曦,2018-08-08 09:24:32,虽然说得是00后，但我这个80尾巴的人都看不下去了！,四川成都,182.148.57.9,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom Sichuan",26,1533691472,0,cj,0,0,0,0,5B6A4650-B6943909-6B34BB06-8C5-7DE,1533691472,2018-08-08,08-08 09,1068
2706,2726,2727,137,Mindy965,2018-08-08 09:24:31,胡说八道,湖北武汉,119.103.2.35,"湖北省 电信 * GeoIP: Wuhan, Hubei, China * China Telecom Hubei",4,1533691471,0,cj,0,0,0,0,5B6A464D-77670223-EC7F2AB2-8C5-8BE,1533691471,2018-08-08,08-08 09,1067
2707,2727,2728,137,猪脚恋上榻榻米,2018-08-08 09:24:28,背锅侠不是美队么？,浙江,223.104.246.253,"浙江省 移动 * GeoIP: Hangzhou, Zhejiang, China * China Mobile",9,1533691468,0,cj,0,0,0,0,5B6A464B-DF68F6FD-A8C67006-8C5-86E,1533691468,2018-08-08,08-08 09,1066
2708,2728,2729,137,所长Lucas,2018-08-08 09:24:26,我可以[并不简单],澳大利亚,120.17.198.119,"澳大利亚  * GeoIP: Sydney, New South Wales, Australia * Vodafone Australia",9,1533691466,0,cj,0,0,0,0,5B6A4646-7811C677-8846628D-8C5-888,1533691466,2018-08-08,08-08 09,1065
2709,2729,2730,137,果酱哩个醬,2018-08-08 09:24:12,emmm，该吃吃该玩玩，万一明天风向又变了呢？,上海,180.171.224.177,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",23,1533691451,0,cj,0,0,0,0,5B6A463B-B4ABE0B1-3D1EF04D-8C5-912,1533691452,2018-08-08,08-08 09,1064
2710,2730,2731,137,芒果味冰镇啤酒,2018-08-08 09:24:10,海安这种一百八十线小地方房价都1w+我简直无法理解[生病],江苏盐城,112.0.9.34,"江苏省盐城市 移动 * GeoIP: Dongtai, Jiangsu, China * China Mobile",29,1533691450,0,cj,0,0,0,0,5B6A4637-70000922-9BD109B7-8C5-9B8,1533691450,2018-08-08,08-08 09,1063
